A,B,C,D,board start,board end,lvl,path
12,0,1,6,"BC****D*****A** ","***D* C**B**A***",18,15,11,7,6,5,1,2,3,7,6,5,4,0,1,5,4,8,9
12,0,1,10,"BC********D*A** ","***** **ABCD****",18,15,11,10,9,5,1,0,4,8,12,13,9,5,1,2,6,10,9
12,0,1,11,"BC*********DA** ","***** **ABCD****",18,15,14,13,9,5,1,0,4,8,12,13,9,5,1,2,6,10,9
12,0,3,1,"BD*C********A** ","** D**C**B**A***",18,15,11,7,3,2,1,5,4,0,1,5,4,8,9,5,6,7,3
12,0,3,6,"B**C**D*****A** ","** D**C**B**A***",18,15,11,7,6,5,4,0,1,5,4,8,9,5,6,2,3,7,6
12,0,3,7,"B**C***D****A** ","** D**C**B**A***",18,15,14,13,9,8,4,0,1,5,4,8,9,5,6,2,3,7,6
12,0,4,5,"B***CD******A** ","***D* C**B**A***",18,15,14,10,6,5,4,0,1,2,6,7,3,2,6,5,4,8,9
12,0,5,9,"B****C***D**A** ","A***B **C***D***",18,15,14,13,9,8,12,13,9,5,1,0,4,8,9,5,1,0,4
12,0,5,13,"B****C******AD* ","A***B **C***D***",18,15,14,10,9,8,12,13,9,5,1,0,4,8,9,5,1,0,4
12,0,6,1,"BD****C*****A** ","** D**C**B**A***",18,15,11,7,6,2,1,5,4,0,1,5,4,8,9,5,6,7,3
12,0,6,5,"B****DC*****A** ","***D* C**B**A***",18,15,14,10,6,5,1,0,4,5,1,2,6,7,3,2,6,10,9
12,0,6,14,"B*****C*****A*D ","***** **ABCD****",18,15,14,10,11,15,14,10,6,5,4,0,1,5,4,8,12,13,9
12,0,7,1,"BD*****C****A** ","** D**C**B**A***",18,15,14,10,6,2,1,5,4,0,1,5,4,8,9,5,6,7,3
12,0,7,5,"B****D*C****A** ","** D**C**B**A***",18,15,14,10,6,5,4,0,1,5,4,8,9,5,1,2,6,7,3
12,0,7,6,"B*****DC****A** ","** D**C**B**A***",18,15,14,13,9,8,4,0,1,5,4,8,9,5,1,2,6,7,3
12,0,7,10,"B******C**D*A** ","****ABCD *******",18,15,11,10,6,7,11,10,9,8,12,13,9,5,4,0,1,5,4
12,0,7,11,"B******C***DA** ","****ABCD *******",18,15,14,10,6,7,11,10,9,8,12,13,9,5,4,0,1,5,4
12,0,8,6,"B*****D*C***A** ","****ABCD *******",18,15,11,7,6,5,4,8,12,13,9,5,4,0,1,2,6,5,4
12,0,8,9,"B*******CD**A** ","***** **ABCD****",18,15,14,10,9,8,4,0,1,5,4,8,12,13,14,15,11,10,9
12,0,9,6,"B*****D**C**A** ","***D* C**B**A***",18,15,14,10,9,5,1,0,4,5,1,2,6,7,3,2,6,10,9
12,0,10,5,"B****D****C*A** ","***D* C**B**A***",18,15,11,7,6,5,1,0,4,5,1,2,6,7,3,2,6,10,9
12,0,11,6,"B*****D****CA** ","****ABCD *******",18,15,14,10,11,7,6,10,9,8,12,13,9,5,4,0,1,5,4
12,0,11,14,"B**********CA*D ","********ABCD*** ",18,15,14,13,9,8,4,0,1,5,4,8,12,13,9,5,6,10,11
12,0,13,3,"B**D********AC* ","***D**C**B *A***",18,15,14,13,9,10,14,13,9,8,4,0,1,5,4,8,9,5,6
12,0,13,10,"B*********D*AC* ","***** **ABCD****",18,15,11,10,9,13,14,10,9,8,4,0,1,5,4,8,12,13,9
12,0,14,2,"B*D*********A*C ","***D* C**B**A***",18,15,11,10,14,15,11,7,3,2,1,0,4,5,1,2,6,10,9
12,1,0,5,"CB***D******A** ","***D* C**B**A***",18,15,14,10,6,5,1,0,4,8,9,5,1,2,6,7,3,2,6
12,1,2,5,"*BC**D******A** ","** D**C**B**A***",18,15,14,10,6,5,1,2,6,10,9,5,6,7,3,2,1,5,6
12,1,2,9,"*BC******D**A** ","***D* C**B**A***",18,15,14,10,9,5,1,2,6,10,9,5,1,2,6,7,3,2,6
12,1,2,10,"*BC*******D*A** ","***D* C**B**A***",18,15,14,13,9,5,1,2,6,10,9,5,1,2,6,7,3,2,6
12,1,2,11,"*BC********DA** ","***D* C**B**A***",18,15,14,13,9,5,1,2,6,7,11,10,9,5,1,2,3,7,6
12,1,3,9,"*B*C*****D**A** ","***D**C *B**A***",18,15,14,10,9,5,1,2,6,10,9,5,1,2,6,7,3,2,6
12,1,4,2,"*BD*C*******A** ","***D* C**B**A***",18,15,11,7,3,2,6,5,4,8,9,10,6,5,1,0,4,8,9
12,1,4,5,"*B**CD******A** ","****ABCD *******",18,15,14,10,6,5,4,8,12,13,14,15,11,7,6,5,1,0,4
12,1,4,8,"*B**C***D***A** ","A***B **C***D***",18,15,14,13,12,8,9,13,14,10,6,5,9,8,4,5,1,0,4
12,1,4,9,"*B**C****D**A** ","A***B **C***D***",18,15,14,13,9,5,4,8,12,13,9,5,4,8,9,5,1,0,4
12,1,4,13,"*B**C*******AD* ","A***B **C***D***",18,15,14,10,9,5,4,8,12,13,9,5,4,8,9,5,1,0,4
12,1,5,8,"*B***C**D***A** ","***** **ABCD****",18,15,14,13,9,8,12,13,14,10,9,5,1,2,6,7,11,10,9
12,1,6,0,"DB****C*****A** ","** D**C**B**A***",18,15,11,7,6,5,1,0,4,8,9,5,6,2,1,5,6,7,3
12,1,6,9,"*B****C**D**A** ","***** **ABCD****",18,15,14,10,9,13,14,15,11,10,6,5,1,0,4,8,12,13,9
12,1,6,13,"*B****C*****AD* ","**A** B***C***D*",18,15,14,13,12,8,9,13,12,8,4,5,9,10,6,5,1,2,6
12,1,7,0,"DB*****C****A** ","** D**C**B**A***",18,15,14,13,9,5,1,0,4,8,9,5,6,2,1,5,6,7,3
12,1,7,14,"*B*****C****A*D ","********ABCD*** ",18,15,14,10,11,7,6,5,1,0,4,8,12,13,9,5,6,10,11
12,1,8,2,"*BD*****C***A** ","***D**C**B *A***",18,15,11,7,3,2,6,10,9,8,4,5,1,2,6,10,9,5,6
12,1,8,5,"*B***D**C***A** ","***** **ABCD****",18,15,14,13,9,5,1,2,6,10,9,8,12,13,14,15,11,10,9
12,1,8,13,"*B******C***AD* ","A***B **C***D***",18,15,14,10,9,8,12,13,14,10,6,5,4,8,9,5,1,0,4
12,1,9,8,"*B******DC**A** ","A***B **C***D***",18,15,14,13,9,8,12,13,9,5,4,8,12,13,9,5,1,0,4
12,1,10,13,"*B********C*AD* ","***** **ABCD****",18,15,14,13,9,10,14,15,11,10,9,5,1,0,4,8,12,13,9
12,1,11,9,"*B*******D*CA** ","***D* C**B**A***",18,15,14,10,9,5,6,10,11,7,6,5,1,2,3,7,6,10,9
12,1,11,10,"*B********DCA** ","***D* C**B**A***",18,15,14,13,9,5,6,10,11,7,6,5,1,2,3,7,6,10,9
12,1,13,2,"*BD*********AC* ","***D* C**B**A***",18,15,14,13,9,10,14,15,11,7,3,2,6,5,1,2,6,10,9
12,1,13,6,"*B****D*****AC* ","***D* C**B**A***",18,15,14,13,9,10,14,15,11,7,6,5,1,2,3,7,6,10,9
12,1,13,8,"*B******D***AC* ","A***B **C***D***",18,15,14,10,9,8,12,13,9,5,4,8,12,13,9,5,1,0,4
12,1,13,9,"*B*******D**AC* ","***** **ABCD****",18,15,14,10,9,13,14,15,11,10,9,5,1,0,4,8,12,13,9
12,1,14,5,"*B***D******A*C ","***D* C**B**A***",18,15,11,10,14,15,11,7,6,5,1,2,6,7,3,2,6,10,9
12,2,0,6,"C*B***D*****A** ","***D* C**B**A***",18,15,11,7,6,2,1,0,4,5,6,10,9,5,1,2,3,7,6
12,2,0,7,"C*B****D****A** ","***D* C**B**A***",18,15,14,10,6,2,1,0,4,5,6,10,9,5,1,2,3,7,6
12,2,1,5,"*CB**D******A** ","***D* C**B**A***",18,15,14,10,6,5,1,2,6,7,3,2,6,5,1,0,4,8,9
12,2,1,9,"*CB******D**A** ","***D**C *B**A***",18,15,14,10,6,2,1,5,9,10,6,5,9,10,11,7,6,2,3
12,2,3,5,"**BC*D******A** ","***D**C *B**A***",18,15,14,10,6,2,3,7,11,10,6,5,9,10,11,7,6,2,3
12,2,4,1,"*DB*C*******A** ","***D**C**B *A***",18,15,14,10,6,2,1,5,4,8,9,10,6,7,3,2,6,5,9
12,2,5,1,"*DB**C******A** ","***D**C**B *A***",18,15,14,13,9,5,6,2,1,5,9,10,6,7,3,2,6,5,9
12,2,5,8,"**B**C**D***A** ","***A**B *C**D***",18,15,14,13,12,8,9,13,14,10,9,5,6,10,11,7,6,2,3
12,2,6,5,"**B**DC*****A** ","***D* C**B**A***",18,15,14,10,6,5,1,2,6,7,3,2,6,5,1,2,6,10,9
12,2,6,9,"**B***C**D**A** ","***D**C**B *A***",18,15,14,10,9,5,6,10,11,7,6,2,3,7,11,10,6,5,9
12,2,7,5,"**B**D*C****A** ","** D**C**B**A***",18,15,14,10,6,5,1,2,6,5,1,0,4,8,9,5,6,7,3
12,2,7,9,"**B****C*D**A** ","** D**C**B**A***",18,15,14,10,9,5,6,2,1,5,6,10,9,5,1,2,6,7,3
12,2,8,6,"**B***D*C***A** ","***** **ABCD****",18,15,14,13,9,8,12,13,14,10,6,2,1,5,6,7,11,10,9
12,2,8,9,"**B*****CD**A** ","***** **ABCD****",18,15,14,10,9,8,12,13,14,15,11,10,6,2,1,5,6,10,9
12,2,9,5,"**B**D***C**A** ","***D**C**B *A***",18,15,14,10,6,5,9,10,11,7,6,2,3,7,11,10,6,5,9
12,2,10,5,"**B**D****C*A** ","***D* C**B**A***",18,15,11,7,6,5,1,2,6,7,3,2,6,5,1,2,6,10,9
12,2,13,6,"**B***D*****AC* ","***D* C**B**A***",18,15,11,7,6,2,3,7,11,10,9,13,14,10,9,5,6,10,9
12,2,14,1,"*DB*********A*C ","***D* C**B**A***",18,15,11,10,14,15,11,7,6,2,1,5,6,7,3,2,6,10,9
12,3,0,2,"C*DB********A** ","***D**C**B *A***",18,15,11,7,3,2,1,0,4,5,1,2,6,7,11,10,6,5,9
12,3,1,5,"*C*B*D******A** ","***D**C**B *A***",18,15,14,10,6,5,1,2,6,7,3,2,6,7,11,10,6,5,9
12,3,2,1,"*DCB********A** ","** D**C**B**A***",18,15,14,10,6,2,3,7,6,2,1,5,6,10,9,5,6,7,3
12,3,4,6,"***BC*D*****A** ","***D**C**B *A***",18,15,11,7,6,2,3,7,6,2,1,5,4,8,9,10,6,5,9
