A,B,C,D,board start,board end,lvl,path
14,0,7,3,"B**D***C******A ","* **ABCD********",19,15,11,10,14,13,9,10,6,7,3,2,1,0,4,5,9,8,4,5
14,0,8,5,"B****D**C*****A ","*A** B***C***D**",19,15,11,10,9,5,6,10,14,13,9,10,6,5,9,8,4,0,1,5
14,0,8,6,"B*****D*C*****A ","*A** B***C***D**",19,15,11,10,14,13,9,10,6,5,9,10,14,13,9,8,4,0,1,5
14,0,8,10,"B*******C*D***A ","*A** B***C***D**",19,15,11,7,6,5,9,10,14,13,9,10,6,5,9,8,4,0,1,5
14,0,8,13,"B*******C****DA ","*A** B***C***D**",19,15,11,10,14,15,11,7,6,10,9,8,4,0,1,5,6,2,1,5
14,0,9,8,"B*******DC****A ","A **B***C***D***",19,15,11,10,14,13,12,8,9,10,6,5,9,10,6,2,1,5,4,0
14,0,9,10,"B********CD***A ","A*** B****C****D",19,15,11,10,14,15,11,7,6,10,9,5,6,2,1,5,4,0,1,5
14,0,9,13,"B********C***DA ","*A***B***C***D *",19,15,11,10,14,13,9,10,6,5,9,8,4,0,1,5,4,8,9,13
14,0,10,11,"B*********CD**A ","A ***B****C****D",19,15,11,10,14,13,9,10,11,7,6,5,9,8,4,5,1,0,4,5
14,0,12,8,"B*******D***C*A ","*A** B***C***D**",19,15,11,10,14,13,12,8,9,10,6,5,9,13,12,8,4,0,1,5
14,1,0,12,"CB**********D*A ","A **B***C***D***",19,15,11,10,14,13,9,10,6,5,9,8,4,0,1,5,9,8,4,0
14,1,2,9,"*BC******D****A ","*A***B **C***D**",19,15,11,10,14,13,9,5,6,2,1,5,6,10,9,5,6,2,1,5
14,1,2,11,"*BC********D**A ","* A***B***C***D*",19,15,11,10,14,15,11,7,6,10,9,5,6,2,1,5,9,10,6,2
14,1,2,13,"*BC**********DA ","*A***B **C***D**",19,15,11,10,14,15,11,7,6,2,1,5,6,10,9,5,6,2,1,5
14,1,3,10,"*B*C******D***A ","***A** B***C***D",19,15,11,10,14,15,11,7,3,2,1,5,6,10,11,7,6,2,3,7
14,1,4,6,"*B**C*D*******A ","* **ABCD********",19,15,11,10,14,15,11,7,6,5,4,8,9,10,6,5,9,8,4,5
14,1,7,9,"*B*****C*D****A ","**A***B***C **D*",19,15,11,10,14,15,11,7,6,10,9,5,1,2,6,5,9,13,14,10
14,1,8,5,"*B***D**C*****A ","* **ABCD********",19,15,11,10,14,13,9,10,6,5,9,8,4,5,9,10,11,7,6,5
14,1,8,6,"*B****D*C*****A ","* **ABCD********",19,15,11,10,14,13,9,10,11,7,6,5,9,8,4,5,9,10,6,5
14,1,8,11,"*B******C**D**A ","A*** B****C****D",19,15,11,10,14,13,9,10,6,5,9,8,4,5,6,10,9,5,1,0
14,1,10,5,"*B***D****C***A ","* **ABCD********",19,15,11,10,14,13,9,10,6,5,9,10,11,7,6,10,9,8,4,5
14,1,11,6,"*B****D****C**A ","* **ABCD********",19,15,11,10,14,15,11,7,6,10,14,13,9,5,6,10,9,8,4,5
14,1,13,6,"*B****D******CA ","********ABCD** *",19,15,11,10,14,13,9,10,6,5,1,0,4,8,9,5,6,7,11,10
14,2,1,5,"*CB**D********A ","* **ABCD********",19,15,11,10,14,13,9,10,6,5,9,8,4,5,1,2,3,7,6,5
14,2,1,10,"*CB*******D***A ","****ABCD*** ****",19,15,11,10,14,13,9,10,6,2,1,5,9,8,4,5,6,2,3,7
14,2,4,7,"**B*C**D******A ","* **ABCD********",19,15,11,10,14,13,9,10,6,5,4,0,1,2,6,5,9,8,4,5
14,2,4,9,"**B*C****D****A ","*A***B **C***D**",19,15,11,10,14,13,9,10,6,5,9,10,6,2,1,5,4,8,9,5
14,2,4,13,"**B*C********DA ","*A***B **C***D**",19,15,11,10,14,15,11,7,6,10,9,5,6,2,1,5,4,8,9,5
14,2,5,3,"**BD*C********A ","ABCD** *********",19,15,11,10,14,13,9,10,6,5,9,8,4,5,1,0,4,5,1,2
14,2,5,6,"**B**CD*******A ","****** *ABCD****",19,15,11,10,14,13,9,10,6,2,3,7,11,10,6,5,4,8,9,10
14,2,5,11,"**B**C*****D**A ","*A***B **C***D**",19,15,11,10,14,15,11,7,6,10,9,13,14,10,9,5,6,2,1,5
14,2,6,8,"**B***C*D*****A ","*A***B **C***D**",19,15,11,10,14,13,9,10,6,5,9,8,12,13,9,10,6,2,1,5
14,2,7,6,"**B***DC******A ","***A** B***C***D",19,15,11,10,6,7,11,10,14,15,11,10,6,7,11,10,6,2,3,7
14,2,7,9,"**B****C*D****A ","*A***B **C***D**",19,15,11,10,14,13,9,10,6,7,11,10,6,5,9,10,6,2,1,5
14,2,8,5,"**B**D**C*****A ","*A***B **C***D**",19,15,11,10,14,13,9,5,6,10,14,13,9,8,4,5,6,2,1,5
14,2,9,5,"**B**D***C****A ","*A***B **C***D**",19,15,11,10,9,5,6,10,14,13,9,10,6,5,9,10,6,2,1,5
14,2,9,7,"**B****D*C****A ","****** *ABCD****",19,15,11,10,14,15,11,7,6,2,1,5,9,10,6,5,4,8,9,10
14,2,10,5,"**B**D****C***A ","*A***B **C***D**",19,15,11,7,6,10,14,13,9,5,6,10,14,13,9,5,6,2,1,5
14,2,11,6,"**B***D****C**A ","***A** B***C***D",19,15,14,10,11,15,14,10,6,7,11,10,14,15,11,10,6,2,3,7
14,2,11,7,"**B****D***C**A ","********ABCD** *",19,15,11,10,14,15,11,7,6,2,1,5,9,10,6,5,4,8,9,10
14,2,11,13,"**B********C*DA ","***A** B***C***D",19,15,14,13,9,10,11,15,14,13,9,5,6,7,11,10,6,2,3,7
14,2,12,13,"**B*********CDA ","*A***B **C***D**",19,15,11,10,14,13,12,8,9,10,6,5,9,13,14,10,6,2,1,5
14,2,13,6,"**B***D******CA ","*A***B **C***D**",19,15,11,10,14,13,9,10,6,5,9,10,14,13,9,10,6,2,1,5
14,2,13,11,"**B********D*CA ","***A** B***C***D",19,15,14,13,9,10,11,15,14,10,6,7,11,15,14,10,6,2,3,7
14,3,1,9,"*C*B*****D****A ","*A***B **C***D**",19,15,11,10,14,13,9,5,1,2,3,7,6,10,9,5,6,2,1,5
14,3,2,10,"**CB******D***A ","***A** B***C***D",19,15,14,10,6,2,3,7,11,15,14,10,6,7,11,10,6,2,3,7
14,3,2,11,"**CB*******D**A ","**A **B***C***D*",19,15,14,10,11,15,14,10,6,7,11,10,6,2,3,7,11,10,6,2
14,3,2,13,"**CB*********DA ","**A **B***C***D*",19,15,11,10,14,13,9,5,6,10,11,7,6,2,3,7,11,10,6,2
14,3,5,10,"***B*C****D***A ","**A***B** C***D*",19,15,11,10,14,13,9,5,6,10,11,7,3,2,6,7,11,15,14,10
14,3,6,9,"***B**C**D****A ","*A***B **C***D**",19,15,11,10,14,13,9,10,6,5,9,10,6,2,3,7,6,2,1,5
14,3,8,13,"***B****C****DA ","**A***B** C***D*",19,15,11,10,14,13,9,8,4,5,6,10,11,7,3,2,6,7,11,10
14,3,9,7,"***B***D*C****A ","**A***B** C***D*",19,15,11,10,14,15,11,7,6,10,11,7,3,2,6,7,11,15,14,10
14,3,9,13,"***B*****C***DA ","**A***B** C***D*",19,15,11,10,14,13,12,8,4,5,6,10,11,7,3,2,6,7,11,10
14,3,13,10,"***B******D**CA ","********ABCD** *",19,15,11,7,3,2,6,7,11,10,14,13,9,10,6,5,4,8,9,10
14,4,0,9,"C***B****D****A ","*A** B***C***D**",19,15,11,10,14,13,9,10,6,5,9,8,4,0,1,5,4,8,9,5
14,4,1,5,"*C**BD********A ","*A** B***C***D**",19,15,11,10,14,13,9,5,1,2,6,10,14,13,9,5,6,2,1,5
14,4,1,12,"*C**B*******D*A ","*A** B***C***D**",19,15,11,10,14,13,12,8,9,5,1,2,6,10,9,5,6,2,1,5
14,4,1,13,"*C**B********DA ","*A** B***C***D**",19,15,11,10,14,15,11,7,6,5,1,2,6,10,9,5,6,2,1,5
14,4,2,9,"**C*B****D****A ","*A** B***C***D**",19,15,11,10,14,13,9,10,6,5,9,10,6,2,1,5,6,10,9,5
14,4,2,11,"**C*B******D**A ","A ***B****C****D",19,15,11,10,14,13,9,10,6,2,1,5,9,10,6,2,1,5,4,0
14,4,2,13,"**C*B********DA ","*A** B***C***D**",19,15,11,10,14,15,11,7,6,10,9,5,6,2,1,5,6,10,9,5
14,4,5,8,"****BC**D*****A ","*A** B***C***D**",19,15,11,10,14,15,11,7,6,10,9,8,12,13,9,5,6,2,1,5
14,4,5,12,"****BC******D*A ","*A** B***C***D**",19,15,11,10,14,15,11,7,6,10,14,13,12,8,9,5,6,2,1,5
14,4,6,8,"****B*C*D*****A ","*A** B***C***D**",19,15,11,10,14,13,9,10,6,5,9,8,12,13,9,10,6,2,1,5
14,4,8,6,"****B*D*C*****A ","**** ***ABCD****",19,15,11,10,14,13,9,10,6,5,9,8,4,5,6,7,11,10,9,8
14,4,8,9,"****B***CD****A ","*A** B***C***D**",19,15,11,10,14,13,9,10,6,5,1,0,4,5,9,8,4,0,1,5
14,4,8,13,"****B***C****DA ","*A** B***C***D**",19,15,11,10,14,13,9,10,6,5,9,8,12,13,14,10,6,2,1,5
14,4,9,5,"****BD***C****A ","*A** B***C***D**",19,15,11,10,9,5,6,10,14,13,9,10,6,5,9,10,6,2,1,5
14,4,9,8,"****B***DC****A ","A***B***C **D***",19,15,11,10,14,13,12,8,9,10,6,5,9,8,4,5,1,0,4,8
14,4,9,12,"****B****C**D*A ","*A***B***C** D**",19,15,11,10,14,13,9,10,6,5,9,10,6,2,1,5,4,8,9,13
14,4,10,5,"****BD****C***A ","*A** B***C***D**",19,15,11,7,6,10,14,13,9,5,6,10,14,13,9,5,6,2,1,5
14,4,10,12,"****B*****C*D*A ","*A** B***C***D**",19,15,11,10,14,13,12,8,9,10,11,7,6,5,9,10,6,2,1,5
14,4,12,13,"****B*******CDA ","*A** B***C***D**",19,15,11,10,14,13,12,8,9,10,6,5,9,13,14,10,6,2,1,5
14,4,13,11,"****B******D*CA ","*A***B***C***D *",19,15,11,10,14,15,11,7,6,10,9,5,6,2,1,5,4,8,9,13
14,4,13,12,"****B*******DCA ","*A***B***C** D**",19,15,11,10,14,15,11,7,6,10,9,5,6,2,1,5,4,8,9,13
14,5,0,9,"C****B***D****A ","*A***B **C***D**",19,15,11,10,14,13,9,10,6,5,9,8,4,0,1,5,4,8,9,5
14,5,1,9,"*C***B***D****A ","*A** B***C***D**",19,15,11,10,14,13,9,8,4,5,1,2,6,10,9,5,6,2,1,5
14,5,1,12,"*C***B******D*A ","*A** B***C***D**",19,15,11,10,14,13,12,8,4,5,1,2,6,10,9,5,6,2,1,5
14,5,2,9,"**C**B***D****A ","*A***B **C***D**",19,15,11,10,14,13,9,10,6,5,9,10,6,2,1,5,6,10,9,5
14,5,3,10,"***C*B****D***A ","***A** B***C***D",19,15,11,10,14,15,11,7,3,2,6,10,11,7,6,5,1,2,3,7
14,5,4,11,"****CB*****D**A ","********* **ABCD",19,15,11,10,9,5,4,8,9,5,6,10,9,13,14,10,9,8,12,13
14,5,4,13,"****CB*******DA ","**A***B** C***D*",19,15,11,10,14,13,9,5,6,10,9,5,4,8,9,5,1,2,6,10
14,5,6,8,"*****BC*D*****A ","*A** B***C***D**",19,15,11,10,14,13,9,8,4,5,6,10,14,13,9,5,6,2,1,5
14,5,7,8,"*****B*CD*****A ","****** *ABCD****",19,15,11,10,9,8,12,13,14,10,9,13,12,8,9,5,6,7,11,10
14,5,9,6,"*****BD**C****A ","****ABCD* ******",19,15,11,10,14,15,11,7,6,10,9,5,6,10,14,13,12,8,4,5
14,5,9,8,"*****B**DC****A ","********ABCD** *",19,15,11,10,9,8,12,13,14,10,9,13,12,8,9,5,6,7,11,10
14,5,12,8,"*****B**D***C*A ","*A***B **C***D**",19,15,11,10,14,13,12,8,9,10,6,5,9,13,12,8,4,0,1,5
14,6,1,5,"*C***DB*******A ","*A***B **C***D**",19,15,11,10,14,13,9,5,1,2,6,10,14,13,9,5,6,2,1,5
14,6,1,7,"*C****BD******A ","****ABCD* ******",19,15,11,10,14,13,9,10,6,2,1,5,9,10,6,2,1,0,4,5
14,6,1,12,"*C****B*****D*A ","*A***B **C***D**",19,15,11,10,14,13,12,8,9,5,1,2,6,10,9,5,6,2,1,5
14,6,2,5,"**C**DB*******A ","****ABCD* ******",19,15,11,10,14,13,9,10,6,5,9,10,11,7,6,2,1,0,4,5
14,6,2,13,"**C***B******DA ","****** *ABCD****",19,15,11,10,14,13,9,10,14,15,11,10,6,2,1,5,4,8,9,10
14,6,3,2,"**DC**B*******A ","*** ABCD********",19,15,11,10,14,13,9,10,11,7,3,2,1,5,9,8,4,5,6,7
14,6,3,7,"***C**BD******A ","***A** B***C***D",19,15,11,10,14,15,11,7,3,2,6,10,14,15,11,7,6,2,3,7
14,6,9,5,"*****DB**C****A ","********ABCD** *",19,15,11,10,9,13,14,10,6,5,9,13,12,8,9,10,6,7,11,10
14,6,11,5,"*****DB****C**A ","*********** ABCD",19,15,11,10,6,5,9,13,14,10,6,7,11,10,9,8,12,13,14,15
14,6,12,8,"******B*D***C*A ","*A***B***C** D**",19,15,11,10,14,13,12,8,9,10,6,5,9,10,6,2,1,5,9,13
14,6,12,13,"******B*****CDA ","*A***B***C***D *",19,15,11,10,14,13,12,8,9,10,6,5,9,10,6,2,1,5,9,13
14,6,13,2,"**D***B******CA ","********ABCD** *",19,15,11,10,14,13,9,10,6,2,1,5,4,8,9,10,6,7,11,10
14,7,1,9,"*C*****B*D****A ","*A***B **C***D**",19,15,11,10,14,13,9,5,1,2,6,10,9,5,6,7,3,2,1,5
14,7,2,6,"**C***DB******A ","****** *ABCD****",19,15,11,10,14,13,9,10,6,7,11,10,6,2,1,5,4,8,9,10
14,7,2,10,"**C****B**D***A ","***A** B***C***D",19,15,14,10,11,15,14,10,6,7,11,10,6,2,3,7,6,10,11,7
14,7,3,2,"**DC***B******A ","*** ABCD********",19,15,11,10,14,13,9,10,6,7,3,2,1,5,9,8,4,5,6,7
14,7,3,10,"***C***B**D***A ","****ABCD*** ****",19,15,11,10,14,13,9,10,6,7,3,2,1,5,9,8,4,5,6,7
14,7,6,5,"*****DCB******A ","*A***B **C***D**",19,15,11,10,14,13,9,5,6,10,14,13,9,5,6,7,3,2,1,5
14,7,8,9,"*******BCD****A ","*A***B **C***D**",19,15,11,10,14,13,9,10,6,7,3,2,1,5,9,8,4,0,1,5
14,7,10,6,"******DB**C***A ","**A***B***C **D*",19,15,14,10,11,15,14,10,6,7,11,15,14,10,6,7,3,2,6,10
14,7,11,5,"*****D*B***C**A ","**A***B***C **D*",19,15,11,10,14,13,9,5,6,10,9,5,1,2,6,7,11,15,14,10
14,7,12,11,"*******B***DC*A ","********ABCD** *",19,15,11,7,6,10,14,13,12,8,9,10,11,15,14,13,12,8,9,10
14,7,13,3,"***D***B*****CA ","********ABCD** *",19,15,11,7,3,2,6,10,14,13,9,10,11,7,6,5,4,8,9,10
14,8,1,5,"*C***D**B*****A ","****ABCD* ******",19,15,11,10,14,13,9,10,6,5,9,8,4,5,1,2,3,7,6,5
14,8,1,13,"*C******B****DA ","**A***B** C***D*",19,15,11,10,14,13,9,8,4,5,1,2,6,10,9,5,1,2,6,10
14,8,2,10,"**C*****B*D***A ","****ABCD* ******",19,15,11,10,14,13,9,10,6,7,11,10,6,2,1,5,9,8,4,5
14,8,2,11,"**C*****B**D**A ","********* **ABCD",19,15,11,10,6,2,3,7,11,10,6,5,9,13,14,10,9,8,12,13
14,8,3,11,"***C****B**D**A ","********* **ABCD",19,15,11,7,3,2,6,7,11,10,6,5,9,13,14,10,9,8,12,13
14,8,5,13,"*****C**B****DA ","**A***B** C***D*",19,15,11,10,14,13,9,8,4,0,1,2,6,10,9,5,1,2,6,10
14,8,6,12,"******C*B***D*A ","*A***B***C** D**",19,15,11,10,14,13,9,10,6,5,9,8,4,0,1,5,9,10,14,13
14,8,7,13,"*******CB****DA ","**A***B***C **D*",19,15,11,7,6,10,14,13,9,8,4,5,6,10,9,5,1,2,6,10
14,8,9,5,"*****D**BC****A ","****ABCD* ******",19,15,11,10,14,15,11,7,6,5,9,10,11,7,6,5,9,8,4,5
14,8,13,12,"********B***DCA ","*A***B***C** D**",19,15,11,10,14,15,11,7,6,10,9,8,4,5,6,2,1,5,9,13
14,9,1,7,"*C*****D*B****A ","****ABCD* ******",19,15,11,10,14,13,12,8,9,10,6,5,9,8,4,5,1,2,6,5
14,9,1,11,"*C*******B*D**A ","**A***B** C***D*",19,15,11,10,14,15,11,7,6,5,1,2,6,10,9,5,1,2,6,10
14,9,1,13,"*C*******B***DA ","**A***B** C***D*",19,15,11,10,14,13,12,8,4,5,1,2,6,10,9,5,1,2,6,10
14,9,2,11,"**C******B*D**A ","**A***B** C***D*",19,15,11,10,14,15,11,7,6,2,1,5,6,10,9,5,1,2,6,10
14,9,2,13,"**C******B***DA ","*A***B **C***D**",19,15,11,10,14,15,11,7,6,10,9,5,6,2,1,5,6,10,9,5
14,9,3,11,"***C*****B*D**A ","**A***B***C **D*",19,15,11,7,3,2,6,10,14,15,11,7,6,10,9,5,1,2,6,10
14,9,4,13,"****C****B***DA ","**A***B** C***D*",19,15,11,10,14,13,12,8,4,5,6,10,9,8,4,5,1,2,6,10
14,9,7,5,"*****D*C*B****A ","**A***B***C **D*",19,15,11,10,14,15,11,7,6,10,9,5,1,2,6,10,9,13,14,10
14,9,10,5,"*****D***BC***A ","**A***B***C **D*",19,15,11,10,14,13,9,5,6,10,9,13,14,10,9,5,1,2,6,10
14,9,12,8,"********DB**C*A ","*A***B***C** D**",19,15,11,10,14,13,12,8,9,10,6,5,9,8,4,0,1,5,9,13
14,10,1,7,"*C*****D**B***A ","****** *ABCD****",19,15,11,10,14,13,9,10,11,7,6,5,1,2,6,5,4,8,9,10
14,10,1,9,"*C*******DB***A ","*A***B **C***D**",19,15,11,7,6,10,14,13,9,5,1,2,6,10,9,5,6,2,1,5
14,10,2,6,"**C***D***B***A ","****ABCD* ******",19,15,11,10,14,13,9,10,11,7,6,5,9,10,6,2,1,0,4,5
14,10,2,13,"**C*******B**DA ","**A***B***C **D*",19,15,11,10,14,13,9,5,6,2,3,7,6,10,11,7,3,2,6,10
14,10,3,7,"***C***D**B***A ","***A** B***C***D",19,15,11,7,6,10,14,15,11,7,3,2,6,10,11,7,6,2,3,7
14,10,3,13,"***C******B**DA ","**A***B***C **D*",19,15,11,10,14,13,9,5,6,7,3,2,6,10,11,7,3,2,6,10
14,10,4,7,"****C**D**B***A ","****** *ABCD****",19,15,11,10,14,13,9,10,6,5,4,8,9,10,11,7,6,5,9,10
14,10,4,13,"****C*****B**DA ","**A***B** C***D*",19,15,11,10,14,13,9,5,4,8,9,5,6,10,11,7,3,2,6,10
14,10,5,6,"*****CD***B***A ","****ABCD* ******",19,15,11,10,14,13,9,10,11,7,6,5,9,10,14,13,12,8,4,5
14,10,6,5,"*****DC***B***A ","****** *ABCD****",19,15,11,10,14,13,9,10,11,7,6,5,4,8,9,10,6,7,11,10
14,10,7,5,"*****D*C**B***A ","**A***B***C **D*",19,15,11,10,14,13,9,5,6,10,11,7,3,2,6,10,9,13,14,10
14,10,8,6,"******D*C*B***A ","****ABCD* ******",19,15,11,10,14,13,9,10,11,7,6,5,9,8,4,5,9,10,6,5
14,10,8,7,"*******DC*B***A ","****** *ABCD****",19,15,11,10,14,13,9,8,4,5,9,10,11,7,6,5,4,8,9,10
14,10,9,5,"*****D***CB***A ","**A***B** C***D*",19,15,11,10,14,13,9,5,6,10,11,7,3,2,6,10,9,13,14,10
14,10,9,6,"******D**CB***A ","********ABCD** *",19,15,11,10,14,13,9,10,11,15,14,13,12,8,9,10,6,7,11,10
14,10,11,5,"*****D****BC**A ","*********** ABCD",19,15,11,7,6,5,9,13,14,10,6,7,11,10,9,8,12,13,14,15
14,10,11,6,"******D***BC**A ","***A***B***C** D",19,15,14,10,11,15,14,10,6,7,11,15,14,10,6,2,3,7,11,15
14,10,11,9,"*********DBC**A ","**A***B***C **D*",19,15,11,10,14,13,9,5,6,10,11,15,14,13,9,5,1,2,6,10
14,10,13,5,"*****D****B**CA ","********ABCD** *",19,15,11,10,14,13,9,10,11,7,6,5,4,8,9,10,6,7,11,10
14,11,2,7,"**C****D***B**A ","****** *ABCD****",19,15,11,10,14,15,11,7,6,2,1,5,9,10,14,13,12,8,9,10
14,11,3,10,"***C******DB**A ","**A***B***C **D*",19,15,11,10,14,15,11,7,3,2,6,10,14,15,11,7,3,2,6,10
14,11,5,6,"*****CD****B**A ","****** *ABCD****",19,15,11,7,6,10,14,15,11,7,6,5,9,10,14,13,12,8,9,10
14,11,6,7,"******CD***B**A ","****** *ABCD****",19,15,11,10,14,15,11,7,3,2,1,5,9,10,14,13,12,8,9,10
14,11,8,13,"********C**B*DA ","**A***B** C***D*",19,15,11,10,14,15,11,7,6,10,14,13,9,8,4,5,1,2,6,10
14,11,9,6,"******D**C*B**A ","**A***B** C***D*",19,15,14,10,6,7,11,15,14,10,11,7,6,10,11,7,3,2,6,10
14,11,10,5,"*****D****CB**A ","*********** ABCD",19,15,11,10,9,5,6,10,9,13,14,15,11,10,9,8,12,13,14,15
14,11,12,13,"***********BCDA ","********ABCD** *",19,15,11,10,14,13,12,8,9,10,14,15,11,10,14,13,12,8,9,10
14,12,4,7,"****C**D****B*A ","****ABCD* ******",19,15,11,10,14,13,9,5,4,8,12,13,9,10,6,5,9,8,4,5
14,12,7,9,"*******C*D**B*A ","********* **ABCD",19,15,11,7,6,10,9,8,12,13,14,10,11,15,14,10,9,8,12,13
14,12,8,6,"******D*C***B*A ","********ABCD ***",19,15,11,10,9,13,14,10,9,8,12,13,14,10,6,7,11,10,9,8
14,12,9,8,"********DC**B*A ","********* **ABCD",19,15,11,10,9,8,12,13,14,10,9,8,12,13,14,10,11,15,14,13
14,12,11,9,"*********D*CB*A ","********ABCD ***",19,15,11,10,9,13,14,15,11,10,9,8,12,13,9,10,14,13,9,8
14,13,1,9,"*C*******D***BA ","**A***B** C***D*",19,15,11,10,14,13,9,5,1,2,6,10,14,13,9,5,1,2,6,10
14,13,1,10,"*C********D**BA ","****** *ABCD****",19,15,11,10,14,13,9,10,14,13,12,8,9,5,1,2,6,5,9,10
14,13,3,10,"***C******D**BA ","****** *ABCD****",19,15,11,7,3,2,6,7,11,10,14,13,9,10,14,13,12,8,9,10
14,13,4,7,"****C**D*****BA ","****ABCD* ******",19,15,11,10,14,13,9,10,14,13,12,8,9,5,4,8,9,10,6,5
14,13,4,11,"****C******D*BA ","********* **ABCD",19,15,11,10,9,13,14,10,9,8,4,5,9,8,12,13,9,10,14,13
14,13,6,5,"*****DC******BA ","********ABCD** *",19,15,11,10,6,5,9,13,14,10,9,13,12,8,9,10,6,7,11,10
14,13,6,8,"******C*D****BA ","****** *ABCD****",19,15,11,10,9,8,12,13,14,10,9,13,12,8,9,13,14,15,11,10
14,13,6,12,"******C*****DBA ","****** *ABCD****",19,15,11,10,14,13,12,8,9,10,14,13,12,8,9,10,14,15,11,10
14,13,7,5,"*****D*C*****BA ","****** *ABCD****",19,15,11,10,6,5,9,13,14,10,9,13,12,8,9,10,6,7,11,10
14,13,7,9,"*******C*D***BA ","**A***B***C **D*",19,15,11,10,14,15,11,7,6,10,9,13,14,10,9,5,1,2,6,10
14,13,10,5,"*****D****C**BA ","********ABCD** *",19,15,11,7,6,5,9,13,14,10,9,13,12,8,9,10,6,7,11,10
14,13,10,12,"**********C*DBA ","**A***B***C **D*",19,15,11,10,14,13,12,8,9,5,6,10,14,13,9,5,1,2,6,10
14,13,11,5,"*****D*****C*BA ","********ABCD** *",19,15,11,10,9,5,6,10,9,13,14,15,11,10,9,13,12,8,9,10
14,13,11,8,"********D**C*BA ","********ABCD** *",19,15,11,10,9,8,12,13,14,10,9,13,12,8,9,13,14,15,11,10
14,13,11,12,"***********CDBA ","********ABCD** *",19,15,11,10,14,13,12,8,9,10,14,13,12,8,9,10,14,15,11,10
14,13,12,6,"******D*****CBA ","********ABCD** *",19,15,11,10,14,13,12,8,9,10,14,13,12,8,9,10,6,7,11,10
14,13,12,8,"********D***CBA ","********ABCD ***",19,15,11,10,9,8,12,13,14,10,9,8,12,13,14,15,11,10,9,8
14,13,12,9,"*********D**CBA ","********ABCD ***",19,15,11,10,9,8,12,13,14,15,11,10,9,8,12,13,14,10,9,8
14,13,12,11,"***********DCBA ","********* **ABCD",19,15,11,10,14,13,12,8,9,10,14,13,9,10,6,5,4,8,12,13
