A,B,C,D,board start,board end,lvl,path
11,14,12,2,"**D********AC*B ","***A***B** C***D",26,15,14,13,12,8,9,5,6,2,3,7,11,15,14,13,9,10,6,2,3,7,11,10,14,15,11
12,0,3,13,"B**C********AD* ","** D**C**B**A***",26,15,11,10,6,5,4,0,1,5,4,8,9,13,14,10,9,5,6,10,11,7,6,2,3,7,6
12,3,0,4,"C**BD*******A** ","***D**C**B *A***",26,15,11,7,6,5,4,0,1,2,6,5,4,0,1,2,3,7,6,2,3,7,11,10,6,5,9
12,3,0,8,"C**B****D***A** ","** A**B**C**D***",26,15,14,13,12,8,4,0,1,5,4,8,9,13,14,10,9,5,6,10,11,7,6,2,3,7,6
12,3,0,14,"C**B********A*D ","**A***B **C***D*",26,15,11,7,3,2,1,0,4,8,12,13,9,8,4,5,1,2,6,5,9,10,6,5,1,2,6
12,3,4,0,"D**BC*******A** ","** D**C**B**A***",26,15,11,7,3,2,1,0,4,5,6,2,1,0,4,5,6,7,3,2,1,5,6,10,9,5,6
12,3,5,0,"D**B*C******A** ","***D* C**B**A***",26,15,11,7,6,2,3,7,6,5,1,0,4,8,9,10,6,2,1,5,6,7,3,2,6,10,9
12,3,8,4,"***BD***C***A** ","***** **ABCD****",26,15,11,7,3,2,6,7,11,10,9,8,4,5,9,8,12,13,14,10,9,5,6,7,11,10,9
12,3,13,4,"***BD*******AC* ","** A**B**C**D***",26,15,14,13,12,8,4,5,9,13,14,10,9,13,12,8,4,5,6,10,11,7,6,2,3,7,6
12,3,14,0,"D**B********A*C ","***D**C**B *A***",26,15,11,7,3,2,1,0,4,5,6,2,1,5,6,7,3,2,1,5,6,10,14,13,9,5,6
12,7,4,0,"D***C**B****A** ","***D* C**B**A***",26,15,11,7,6,10,11,7,6,5,4,0,1,5,4,8,9,10,6,5,1,2,6,7,3,2,6
12,7,8,0,"D******BC***A** ","***D**C**B *A***",26,15,11,10,9,8,4,5,1,0,4,5,6,2,1,5,6,7,3,2,1,5,9,10,6,5,9
12,7,13,0,"D******B****AC* ","***D* C**B**A***",26,15,11,10,6,7,3,2,1,0,4,5,9,13,14,10,6,2,1,5,9,10,6,7,3,2,6
13,0,3,8,"B**C****D****A* ","** *ABCD********",26,15,11,7,6,2,1,0,4,8,9,13,12,8,9,5,4,8,9,10,6,5,1,2,3,7,6
13,2,3,8,"**BC****D****A* ","***D**C *B**A***",26,15,11,7,6,2,1,5,9,8,12,13,14,10,9,5,6,10,9,5,1,2,6,7,3,2,6
13,2,8,0,"D*B*****C****A* ","*A***B** C***D**",26,15,14,10,9,13,14,10,6,2,1,5,9,8,4,0,1,5,4,8,9,5,6,10,14,13,9
13,2,14,0,"D*B**********AC ","***D**C**B *A***",26,15,11,7,6,2,1,0,4,8,12,13,9,10,6,2,1,5,9,10,14,15,11,7,3,2,6
13,3,0,5,"C**B*D*******A* ","***D**C**B *A***",26,15,11,7,3,2,6,5,4,0,1,2,6,7,3,2,1,5,4,8,12,13,14,10,6,5,9
13,3,0,8,"C**B****D****A* ","A***B **C***D***",26,15,11,7,6,2,3,7,6,10,9,13,12,8,4,0,1,2,6,5,9,8,4,5,1,0,4
13,3,0,9,"C**B*****D***A* ","**A***B **C***D*",26,15,11,7,3,2,1,0,4,5,1,2,6,10,9,13,14,10,6,5,9,10,6,5,1,2,6
13,3,1,0,"DC*B*********A* ","** D**C**B**A***",26,15,11,10,6,2,3,7,6,2,1,0,4,8,12,13,14,10,6,2,1,5,9,10,11,7,3
13,3,2,0,"D*CB*********A* ","** D**C**B**A***",26,15,11,10,6,2,3,7,6,2,1,0,4,8,12,13,14,10,6,2,1,5,9,10,6,7,3
13,3,5,4,"***BDC*******A* ","** D**C**B**A***",26,15,11,7,3,2,6,7,11,10,6,5,4,8,12,13,9,10,11,7,6,5,1,2,6,7,3
13,3,6,0,"D**B**C******A* ","***D* C**B**A***",26,15,11,7,3,2,1,0,4,8,12,13,9,10,6,7,3,2,1,5,6,7,3,2,6,10,9
13,3,7,0,"D**B***C*****A* ","** D**C**B**A***",26,15,11,7,3,2,6,7,11,10,6,5,1,0,4,8,12,13,9,10,6,2,1,5,6,7,3
13,3,10,0,"D**B******C**A* ","***D**C**B**A **",26,15,11,7,3,2,1,0,4,5,6,2,1,5,6,7,3,2,1,5,6,10,9,5,4,8,12
13,3,12,1,"*D*B********CA* ","***D**C**B *A***",26,15,11,7,3,2,1,0,4,8,12,13,9,8,4,5,6,7,3,2,1,5,9,10,6,5,9
13,3,12,4,"***BD*******CA* ","***A**B *C**D***",26,15,14,10,9,8,4,5,9,13,12,8,4,5,9,13,14,10,6,5,1,2,6,7,3,2,6
13,3,14,4,"***BD********AC ","**A***B **C***D*",26,15,11,7,3,2,6,5,4,8,9,13,14,10,9,5,6,10,9,13,14,10,9,5,1,2,6
13,7,9,0,"D******B*C***A* ","****ABCD** *****",26,15,14,10,9,13,12,8,9,5,1,0,4,8,9,5,6,7,3,2,1,5,6,2,3,7,6
13,9,8,0,"D*******CB***A* ","*A***B** C***D**",26,15,11,7,6,5,9,13,12,8,4,5,9,8,4,0,1,5,4,8,9,5,4,8,12,13,9
